status,path,n_up,n_down,expected_Sz,n_particles,reason
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step000_dir7_plus__stageA_improved_self_residual_20260427_123046,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_centre__singlet__stageA_improved_self_residual_20260426_220028,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_centre__singlet__stageA_improved_self_residual_20260426_222931,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_centre__singlet__stageA_improved_self_residual_20260427_095715,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_centre__singlet__stageA_singlet_self_residual_20260427_102238,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_centre__stageA_improved_self_residual_20260426_203142,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_centre__stageA_improved_self_residual_20260426_211018,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_centre__stageA_improved_self_residual_20260426_235545,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_centre__stageA_improved_self_residual_20260427_095229,4,4,0.0,8,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_centre__stageA_improved_self_residual_20260427_123551,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_centre__stageA_improved_self_residual_20260427_145633,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_centre__stageA_singlet_self_residual_20260426_173709,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_centre__stageA_singlet_self_residual_20260426_175017,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_centre__stageA_singlet_self_residual_20260426_182152,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_centre__stageB_noref_20260426_173720,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_centre__stageB_noref_20260426_175128,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_centre__triplet__stageA_improved_self_residual_20260426_220126,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_centre__triplet__stageA_improved_self_residual_20260426_223029,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_centre__triplet__stageA_improved_self_residual_20260427_095835,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_centre__triplet__stageA_improved_self_residual_20260427_102402,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_minus__singlet__stageA_improved_self_residual_20260426_220424,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_minus__singlet__stageA_improved_self_residual_20260426_223329,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_minus__singlet__stageA_improved_self_residual_20260427_100256,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_minus__singlet__stageA_singlet_self_residual_20260427_102906,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_minus__stageA_improved_self_residual_20260426_203907,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_minus__stageA_improved_self_residual_20260426_211742,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_minus__stageA_improved_self_residual_20260427_000309,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_minus__stageA_improved_self_residual_20260427_150141,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_minus__stageA_singlet_self_residual_20260426_173826,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_minus__stageA_singlet_self_residual_20260426_183342,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_minus__stageB_noref_20260426_173837,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_minus__triplet__stageA_improved_self_residual_20260426_220522,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_minus__triplet__stageA_improved_self_residual_20260426_223426,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_minus__triplet__stageA_improved_self_residual_20260427_103027,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_plus__singlet__stageA_improved_self_residual_20260426_220227,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_plus__singlet__stageA_improved_self_residual_20260426_223130,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_plus__singlet__stageA_improved_self_residual_20260427_100007,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_plus__singlet__stageA_singlet_self_residual_20260427_102554,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_plus__stageA_improved_self_residual_20260426_203528,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_plus__stageA_improved_self_residual_20260426_211359,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_plus__stageA_improved_self_residual_20260426_235927,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_plus__stageA_improved_self_residual_20260427_102549,4,4,0.0,8,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_plus__stageA_improved_self_residual_20260427_124056,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_plus__stageA_improved_self_residual_20260427_145909,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_plus__stageA_singlet_self_residual_20260426_173748,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_plus__stageA_singlet_self_residual_20260426_175336,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_plus__stageA_singlet_self_residual_20260426_182751,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_plus__stageB_noref_20260426_173759,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_plus__stageB_noref_20260426_175448,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_plus__triplet__stageA_improved_self_residual_20260426_220323,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_plus__triplet__stageA_improved_self_residual_20260426_223227,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_plus__triplet__stageA_improved_self_residual_20260427_100128,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir0_plus__triplet__stageA_improved_self_residual_20260427_102716,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir1_minus__stageA_improved_self_residual_20260426_204621,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir1_minus__stageA_improved_self_residual_20260426_212506,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir1_minus__stageA_improved_self_residual_20260427_001034,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir1_plus__stageA_improved_self_residual_20260426_204244,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir1_plus__stageA_improved_self_residual_20260426_212124,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir1_plus__stageA_improved_self_residual_20260427_000651,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir1_plus__stageA_improved_self_residual_20260427_105852,4,4,0.0,8,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir1_plus__stageA_improved_self_residual_20260427_124554,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir2_plus__stageA_improved_self_residual_20260427_125057,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir3_plus__stageA_improved_self_residual_20260427_125607,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir4_plus__stageA_improved_self_residual_20260427_130106,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir5_plus__stageA_improved_self_residual_20260427_130605,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir6_plus__stageA_improved_self_residual_20260427_131102,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step001_dir7_plus__stageA_improved_self_residual_20260427_131601,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_centre__singlet__stageA_improved_self_residual_20260426_220625,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_centre__singlet__stageA_improved_self_residual_20260426_223528,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_centre__singlet__stageA_singlet_self_residual_20260427_103217,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_centre__stageA_improved_self_residual_20260426_212848,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_centre__stageA_improved_self_residual_20260427_001417,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_centre__stageA_improved_self_residual_20260427_113221,4,4,0.0,8,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_centre__stageA_improved_self_residual_20260427_132058,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_centre__stageA_improved_self_residual_20260427_150418,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_centre__stageA_singlet_self_residual_20260426_175949,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_centre__stageA_singlet_self_residual_20260426_183942,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_centre__stageB_noref_20260426_180249,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_centre__triplet__stageA_improved_self_residual_20260426_220720,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_centre__triplet__stageA_improved_self_residual_20260426_223624,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_centre__triplet__stageA_improved_self_residual_20260427_103338,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_minus__singlet__stageA_improved_self_residual_20260426_223927,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_minus__singlet__stageA_singlet_self_residual_20260427_103840,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_minus__stageA_improved_self_residual_20260426_213611,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_minus__stageA_improved_self_residual_20260427_002139,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_minus__stageA_improved_self_residual_20260427_151442,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_minus__stageA_singlet_self_residual_20260426_181212,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_minus__stageA_singlet_self_residual_20260426_185157,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_minus__triplet__stageA_improved_self_residual_20260426_224023,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_minus__triplet__stageA_improved_self_residual_20260427_103959,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_plus__singlet__stageA_improved_self_residual_20260426_220824,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_plus__singlet__stageA_improved_self_residual_20260426_223726,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_plus__singlet__stageA_singlet_self_residual_20260427_103529,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_plus__stageA_improved_self_residual_20260426_213230,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_plus__stageA_improved_self_residual_20260427_001759,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_plus__stageA_improved_self_residual_20260427_120635,4,4,0.0,8,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_plus__stageA_improved_self_residual_20260427_132556,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_plus__stageA_improved_self_residual_20260427_150652,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_plus__stageA_singlet_self_residual_20260426_180625,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_plus__stageA_singlet_self_residual_20260426_184555,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_plus__stageB_noref_20260426_180835,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_plus__triplet__stageA_improved_self_residual_20260426_220920,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_plus__triplet__stageA_improved_self_residual_20260426_223824,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir0_plus__triplet__stageA_improved_self_residual_20260427_103649,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir1_minus__stageA_improved_self_residual_20260426_214335,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir1_minus__stageA_improved_self_residual_20260427_002904,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir1_plus__stageA_improved_self_residual_20260426_213953,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir1_plus__stageA_improved_self_residual_20260427_002521,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir1_plus__stageA_improved_self_residual_20260427_124029,4,4,0.0,8,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir1_plus__stageA_improved_self_residual_20260427_133055,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir2_plus__stageA_improved_self_residual_20260427_133552,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir3_plus__stageA_improved_self_residual_20260427_134051,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir4_plus__stageA_improved_self_residual_20260427_134551,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir5_plus__stageA_improved_self_residual_20260427_135048,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir6_plus__stageA_improved_self_residual_20260427_135558,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step002_dir7_plus__stageA_improved_self_residual_20260427_140057,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_centre__singlet__stageA_improved_self_residual_20260426_221021,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_centre__singlet__stageA_improved_self_residual_20260426_224124,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_centre__singlet__stageA_singlet_self_residual_20260427_104152,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_centre__stageA_improved_self_residual_20260426_214716,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_centre__stageA_improved_self_residual_20260427_003245,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_centre__stageA_improved_self_residual_20260427_131426,4,4,0.0,8,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_centre__stageA_improved_self_residual_20260427_140602,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_centre__stageA_improved_self_residual_20260427_152248,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_centre__stageA_singlet_self_residual_20260426_181555,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_centre__stageA_singlet_self_residual_20260426_185757,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_centre__stageB_noref_20260426_181757,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_centre__triplet__stageA_improved_self_residual_20260426_221118,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_centre__triplet__stageA_improved_self_residual_20260426_224221,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_centre__triplet__stageA_improved_self_residual_20260427_104315,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_minus__singlet__stageA_improved_self_residual_20260426_224521,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_minus__singlet__stageA_singlet_self_residual_20260427_104826,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_minus__stageA_improved_self_residual_20260426_215438,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_minus__stageA_improved_self_residual_20260427_004010,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_minus__stageA_improved_self_residual_20260427_153817,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_minus__stageA_singlet_self_residual_20260426_182730,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_minus__stageA_singlet_self_residual_20260426_190958,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_minus__triplet__stageA_improved_self_residual_20260426_224618,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_minus__triplet__stageA_improved_self_residual_20260427_104948,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_plus__singlet__stageA_improved_self_residual_20260426_221219,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_plus__singlet__stageA_improved_self_residual_20260426_224323,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_plus__singlet__stageA_singlet_self_residual_20260427_104508,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_plus__stageA_improved_self_residual_20260426_215058,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_plus__stageA_improved_self_residual_20260427_003628,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_plus__stageA_improved_self_residual_20260427_134845,4,4,0.0,8,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_plus__stageA_improved_self_residual_20260427_141059,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_plus__stageA_improved_self_residual_20260427_153026,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_plus__stageA_singlet_self_residual_20260426_182144,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_plus__stageA_singlet_self_residual_20260426_190358,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_plus__stageB_noref_20260426_182346,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_plus__triplet__stageA_improved_self_residual_20260426_221314,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_plus__triplet__stageA_improved_self_residual_20260426_224419,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir0_plus__triplet__stageA_improved_self_residual_20260427_104631,2,0,1.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir1_minus__stageA_improved_self_residual_20260426_220200,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir1_minus__stageA_improved_self_residual_20260427_004736,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir1_plus__stageA_improved_self_residual_20260426_215819,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir1_plus__stageA_improved_self_residual_20260427_004353,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir1_plus__stageA_improved_self_residual_20260427_141556,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir1_plus__stageA_improved_self_residual_20260427_142309,4,4,0.0,8,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir2_plus__stageA_improved_self_residual_20260427_142053,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir3_plus__stageA_improved_self_residual_20260427_142552,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir4_plus__stageA_improved_self_residual_20260427_143048,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir5_plus__stageA_improved_self_residual_20260427_143544,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir6_plus__stageA_improved_self_residual_20260427_144042,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step003_dir7_plus__stageA_improved_self_residual_20260427_144539,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step004_centre__singlet__stageA_singlet_self_residual_20260427_105142,1,1,0.0,2,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step004_centre__stageA_improved_self_residual_20260426_220541,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step004_centre__stageA_improved_self_residual_20260427_005120,2,2,0.0,4,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step004_centre__stageA_improved_self_residual_20260427_145725,4,4,0.0,8,
pass,/itf-fi-ml/home/aleksns/Multi-Well-Quantum-Dots/results/invdes_step004_centre__stageA_improved_self_residual_20260427_154627,1,1,0.0,2,
